prefix,uri
lswpm,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper-parameters.owl#
pv,http://ns.inria.fr/provoc#
tavprov,http://ns.taverna.org.uk/2012/tavernaprov/
lmf,http://www.lexinfo.net/lmf#
ofrd,http://purl.org/opdm/refrigerator#
sdshare,http://www.sdshare.org/2012/extension/
rvl,http://purl.org/rvl/
fp3,http://vocab.fusepool.info/fp3#
irsteaont,http://ontology.irstea.fr/weather/ontology#
mexcore,http://mex.aksw.org/mex-core#
ndnp,http://chroniclingamerica.loc.gov/terms#
mbgd,http://mbgd.genome.ad.jp/owl/mbgd.owl#
uom,http://www.opengis.net/def/uom/OGC/1.0/
scco,http://rdf.ebi.ac.uk/terms/surechembl#
metadata,http://purl.oreilly.com/ns/meta/
webac,http://fedora.info/definitions/v4/webac#
mmoon,http://mmoon.org/mmoon/
ids,https://w3id.org/idsa/core/
ensembl,http://rdf.ebi.ac.uk/resource/ensembl/
wde,http://www.wikidata.org/entity/
ceterms,http://purl.org/ctdl/terms/
hasneto,http://hadatac.org/ont/hasneto#
csdbp,http://cs.dbpedia.org/
ldl,https://w3id.org/ldpdl/ns#
planet,http://dbpedia.org/
nobel,http://data.nobelprize.org/terms/
mls,http://www.w3.org/ns/mls#
foam,https://www.koerperfettwaage-test.de/
tadirah,http://tadirah.dariah.eu/vocab/
genre,http://sparql.cwrc.ca/ontologies/genre#
aprov,http://purl.org/a-proc#
pato,http://purl.obolibrary.org/obo/
pmo,http://premon.fbk.eu/ontology/core#
ethc,http://ethoinformatics.org/ethocore/
customer,http://www.valuelabs.com/
gns,http://sws.geonames.org/
esair,http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire#
dcx,http://dublincore.org/dcx/
rdacarx,http://rdaregistry.info/termList/RDACarrierEU/
llont,http://www.linklion.org/ontology#
meeting,http://www.w3.org/2002/07/meeting#
gt,https://vocab.eccenca.com/geniustex/
system,http://www.univalle.edu.co/ontologies/System#
glycan,http://purl.jp/bio/12/glyco/glycan#
si,http://sisteminformasi.com/
umls,http://bioportal.bioontology.org/ontologies/umls/
tui,http://data.ifs.tuwien.ac.at/study/resource/
geojson,http://ld.geojson.org/vocab#
um,http://intelleo.eu/ontologies/user-model/ns/
lido,http://www.lido-schema.org/
ttla,https://w3id.org/ttla/
ago,http://awesemantic-geo.link/ontology/
wimpo,http://rdfex.org/withImports?uri=
markus,http://www.markus.com/
ioto,http://www.irit.fr/recherches/MELODI/ontologies/IoT-O#
hico,http://purl.org/emmedi/hico/
rpath,https://w3id.org/lodsight/rdf-path#
gdc,https://portal.gdc.cancer.gov/cases/
fuseki,http://jena.apache.org/fuseki#
rofit,http://rdaregistry.info/termList/rofit/
lgdm,http://linkedgeodata.org/meta/
vacseen1,http://www.semanticweb.org/parthasb/ontologies/2014/6/vacseen1/
rofsm,http://rdaregistry.info/termList/rofsm/
rdapm,http://rdaregistry.info/termList/RDAproductionMethod/
dpn,http://purl.org/dpn#
irstea,http://ontology.irstea.fr/
pmhb,http://pmhb.org/
lmdb,http://data.linkedmdb.org/
opllog,http://www.openlinksw.com/ontology/logging#
lgt,http://linkedgadget.com/wiki/Property:
tx,http://swtmp.gitlab.io/vocabulary/templates.owl#
qms,http://data.europa.eu/esco/qms#
eccdi,https://vocab.eccenca.com/di/
biml,http://schemas.varigence.com/biml.xsd#
eame,http://www.semanticweb.org/ontologia_EA#
vocnet,http://schema.vocnet.org/
gg,http://www.gemeentegeschiedenis.nl/gg-schema#
frgeo,http://rdf.insee.fr/geo/
uc,http://ucuenca.edu.ec/ontology#
imind,http://schema.intellimind.ns/symbology#
alethio,http://aleth.io/
pdf,http://ns.adobe.com/pdf/1.3/
duv,http://www.w3.org/ns/duv#
piero,http://reactionontology.org/piero/
provinsi,http://provinsi.com/
volt,http://volt-name.space/ontology/
amsl,http://vocab.ub.uni-leipzig.de/amsl/
meshv,http://id.nlm.nih.gov/mesh/vocab#
bdc,http://dbpedia.org/resource/Category:
fr,https://w3id.org/fr/def/core#
prof,http://www.w3.org/ns/dx/prof/
pcit,http://public-contracts.nexacenter.org/id/propertiesRole/
rdafnv,http://rdaregistry.info/termList/noteForm/
cwork,http://www.bbc.co.uk/ontologies/creativework/
plg,http://parliament.uk/ontologies/legislation/
rdaar,http://rdaregistry.info/termList/AspectRatio/
vplan,http://www.ifs.tuwien.ac.at/~miksa/ontologies/VPlan.owl#
b3kat,http://lod.b3kat.de/title/
lyon,http://dbpedia.org/resource/Lyon/
mml,http://www.w3.org/1998/Math/MathML/
memento,http://mementoweb.org/ns#
alice,http://example.org/
huto,http://ns.inria.fr/huto/
dot,https://w3id.org/dot#
apf,http://jena.apache.org/ARQ/property#
datacite,http://purl.org/spar/datacite/
mexalgo,http://mex.aksw.org/mex-algo#
ppn,http://parliament.uk/ontologies/person-name/
xslopm,http://purl.org/net/opmv/types/xslt#
imo,http://imgpedia.dcc.uchile.cl/ontology#
ilap,http://data.posccaesar.org/ilap/
loted,http://loted.eu/ontology#
pmd,http://publishmydata.com/def/dataset#
opa,https://w3id.org/laas-iot/adream#
tarql,http://tarql.github.io/tarql#
composer,http://dbpedia.org/ontology/composer/
ver,https://w3id.org/version/ontology#
sylld,http://www.semanticweb.org/syllabus/data/
itcat,http://th-brandenburg.de/ns/itcat#
pep,https://w3id.org/pep/
unspsc,http://ontoview.org/schema/unspsc/1#
tgm,http://id.loc.gov/vocabulary/graphicMaterials/
minim,http://purl.org/minim/minim#
mmm,http://www.mico-project.eu/ns/mmm/2.0/schema#
logies,https://data.vlaanderen.be/ns/logies#
id,http://identifiers.org/
wikimedia,http://upload.wikimedia.org/wikipedia/commons/f/f6/
vogd,http://ogd.ifs.tuwien.ac.at/vienna/geo/
rofid,http://rdaregistry.info/termList/rofid/
ecoll,http://purl.org/ceu/eco/1.0#
its,http://www.w3.org/2005/11/its/rdf#
rofin,http://rdaregistry.info/termList/rofin/
cue,http://www.clarin.eu/cmdi/cues/display/1.0#
rdalay,http://rdaregistry.info/termList/layout/
pmonb,http://premon.fbk.eu/ontology/nb#
rofrm,http://rdaregistry.info/termList/rofrm/
vam,http://www.metmuseum.org/
add,http://www.datatourisme.fr/ontology/core/1.0#
eol,http://purl.org/biodiversity/eol/
iiif,http://iiif.io/api/image/2#
sorg,http://schema.org/
srx,http://www.w3.org/2005/sparql-results#
ipsv,http://id.esd.org.uk/list/
ja,http://jena.hpl.hp.com/2005/11/Assembler#
rgml,http://purl.org/puninj/2001/05/rgml-schema#
pmofn,http://premon.fbk.eu/ontology/fn#
assoc,https://w3id.org/associations/vocab#
dm2e,http://onto.dm2e.eu/schemas/dm2e/
doacc,http://purl.org/net/bel-epa/doacc#
rdaspc,http://rdaregistry.info/termList/specPlayback/
sdmxm,http://purl.org/linked-data/sdmx/2009/measure#
audit,http://fedora.info/definitions/v4/audit#
roar,https://w3id.org/roar#
rdaft,http://rdaregistry.info/termList/fileType/
scholl,http://menemeneml.com/school#
exo,https://w3id.org/example#
neotec,http://neotec.rc.unesp.br/resource/Neotectonics/
geoloc,http://deductions.github.io/geoloc.owl.ttl#
dsw,http://purl.org/dsw/
amt,http://academic-meta-tool.xyz/vocab#
rofrt,http://rdaregistry.info/termList/rofrt/
dk,http://www.data-knowledge.org/dk/schema/rdf/latest/
smxm,http://smxm.ga/
wn30,http://purl.org/vocabularies/princeton/wn30/
lsq,http://lsq.aksw.org/vocab#
emergelm,http://purl.org/emergel/modules#
owms,http://standaarden.overheid.nl/owms/terms/
dto,http://www.datatourisme.fr/ontology/core/1.0#
sirene,https://sireneld.io/vocab/sirene#
nature,http://deductions.github.io/nature_observation.owl.ttl#
agrovoc,http://aims.fao.org/aos/agrovoc/
or,http://openresearch.org/vocab/
frappe,http://streamreasoning.org/ontologies/frappe#
svcs,http://rdfs.org/sioc/services#
ppr,http://purl.org/datanode/ppr/ns/
rofhf,http://rdaregistry.info/termList/rofhf/
sdmxcode,http://purl.org/linked-data/sdmx/2009/code#
lgdt,http://linkedgeodata.org/triplify/
cpov,http://data.europa.eu/m8g/
dwciri,http://rs.tdwg.org/dwc/iri/
ncicp,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#
cff,http://purl.oclc.org/NET/ssnx/cf/cf-feature#
seeds,http://deductions.github.io/seeds.owl.ttl#
bdo,http://purl.bdrc.io/ontology/core/
estatwrap,http://ontologycentral.com/2009/01/eurostat/ns#
pmovn,http://premon.fbk.eu/ontology/vn#
rvz,http://rdfvizler.dyreriket.xyz/vocabulary/core#
juso,http://rdfs.co/juso/
dcosample,http://info.deepcarbon.net/sample/schema#
oplwebsrv,http://www.openlinksw.com/ontology/webservices#
cdao,http://purl.obolibrary.org/obo/
maet,http://edg.topbraid.solutions/taxonomy/macroeconomics/
semiot,http://w3id.org/semiot/ontologies/semiot#
edgarcik,http://edgarwrap.ontologycentral.com/cik/
bblfish,http://bblfish.net/people/henry/card#
pm,http://premon.fbk.eu/resource/
dbfo,http://dbpedia.org/facts/ontology#
aozora,http://purl.org/net/aozora/
ims,http://www.imsglobal.org/xsd/imsmd_v1p2/
rdapf,http://rdaregistry.info/termList/presFormat/
esproc,http://vocab.linkeddata.es/datosabiertos/def/sector-publico/procedimientos#
rdabs,http://rdaregistry.info/termList/broadcastStand/
radar,http://www.radar-projekt.org/display/
voidex,http://www.swi-prolog.org/rdf/library/
voidwh,http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#
pair,http://virtual-assembly.org/ontologies/pair#
pcdm,http://pcdm.org/models#
yso,http://www.yso.fi/onto/yso/
undata,http://citydata.wu.ac.at/Linked-UNData/data/
isbdu,http://iflastandards.info/ns/isbd/unc/elements/
maeco,http://edg.topbraid.solutions/maeco/
it,http://www.influencetracker.com/ontology#
tosh,http://topbraid.org/tosh#
vehma,http://deductions.github.io/vehicule-management.owl.ttl#
rdfp,https://w3id.org/rdfp/
fluidops,http://www.fluidops.com/
spv,http://completeness.inf.unibz.it/sp-vocab#
brt,http://brt.basisregistraties.overheid.nl/def/top10nl#
cocoon,https://w3id.org/cocoon/v1.0#
km4c,http://www.disit.org/km4city/schema#
clapit,http://dati.gov.it/onto/clapit/
persee,http://data.persee.fr/ontology/persee_ontology/
bds,http://www.bigdata.com/rdf/search#
remetca,http://www.purl.org/net/remetca#
tissue,http://www.univalle.edu.co/ontologies/Tissue#
rdax,http://rdaregistry.info/Elements/x/
nkos,http://w3id.org/nkos#
oplli,http://www.openlinksw.com/schemas/linkedin#
wdv,http://www.wikidata.org/value/
swcomp,https://github.com/ali1k/ld-reactor/blob/master/vocabulary/index.ttl#
shui,https://vocab.eccenca.com/shui/
dcodt,http://info.deepcarbon.net/datatype/schema#
ln,https://w3id.org/ln#
wail,http://www.eyrie.org/~zednenem/2002/wail/
da,https://www.wowman.org/index.php?id=1&type=get#
vort,http://rockets.topbraid.solutions/vort/
elod,http://linkedeconomy.org/ontology#
sfn,http://semweb.datasciencelab.be/ns/sfn#
edac,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#
lovc,https://w3id.org/lovcube/ns/lovcube#
rofsf,http://rdaregistry.info/termList/rofsf/
gobierno,http://www.gobierno.es/gobierno/
gvoith,http://assemblee-virtuelle.github.io/grands-voisins-v2/thesaurus.ttl#
fun,http://w3id.org/sparql-generate/fn/
changeset,http://purl.org/vocab/changeset/schema#
iati,http://purl.org/collections/iati/
brk,http://brk.basisregistraties.overheid.nl/def/brk#
dsfv,http://sws.ifi.uio.no/vocab/dsf/henriwi/dsf#
sgfn,http://w3id.org/sparql-generate/fn/
sgiter,http://w3id.org/sparql-generate/iter/
pbody,http://reference.data.gov.uk/def/public-body/
provoc,http://ns.inria.fr/provoc/
llr,http://lodlaundromat.org/resource/
isidore,http://www.rechercheisidore.fr/class/
ondc,http://www.semanticweb.org/ontologies/2012/1/Ontology1329913965202.owl#
cim,http://iec.ch/TC57/2013/CIM-schema-cim16#
neotecbib,http://neotec.rc.unesp.br/resource/NeotectonicsBibliography/
ispra,http://dati.isprambiente.it/ontology/core#
fred,http://www.ontologydesignpatterns.org/ont/fred/domain.owl#
numbers,http://km.aifb.kit.edu/projects/numbers/
afr,http://purl.allotrope.org/ontologies/result#
munc,http://ns.inria.fr/munc#
dcap,http://purl.org/ws-mmi-dc/terms/
pand,http://bag.basisregistraties.overheid.nl/bag/id/pand/
oplbenefit,http://www.openlinksw.com/ontology/benefits#
sdmxc,http://purl.org/linked-data/sdmx/2009/concept#
rdacpc,http://rdaregistry.info/termList/configPlayback/
rdagen,http://rdaregistry.info/termList/RDAGeneration/
url,http://schema.org/
wsdl,http://www.w3.org/ns/wsdl-rdf#
conll,http://ufal.mff.cuni.cz/conll2009-st/task-description.html#
yaco,https://www.irit.fr/recherches/MELODI/ontologies/cinema#
input,http://volt-name.space/vocab/input#
ldn,https://www.w3.org/TR/ldn/#
ctxdesc,http://www.demcare.eu/ontologies/contextdescriptor.owl#
master1,http://idl.u-grenoble3.fr/
dcodata,http://info.deepcarbon.net/data/schema#
sfd,http://semantic-forms.cc:9112/ldp/
sdterms,http://statisticaldata.linkedwidgets.org/terms/
asawoo,http://liris.cnrs.fr/asawoo/
rm,http://jazz.net/ns/rm#
fhir,http://hl7.org/fhir/
qbe,http://citydata.wu.ac.at/qb-equations#
faostat,http://reference.eionet.europa.eu/faostat/schema/
omg,https://w3id.org/omg#
osd,http://a9.com/-/spec/opensearch/1.1/
ldqm,http://linkeddata.es/resource/ldqm/
connard,https://mail.google.com/mail/u/1/#
aml,https://w3id.org/i40/aml#
ecore,http://www.eclipse.org/emf/2002/Ecore#
rdaill,http://rdaregistry.info/termList/IllusContent/
reg,http://purl.org/linked-data/registry#
mandaat,http://data.vlaanderen.be/ns/mandaat#
r4r,http://guava.iis.sinica.edu.tw/r4r/
rdacdt,http://rdaregistry.info/termList/RDACartoDT/
orcid,http://orcid.org/
nih,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#
cbim,http://www.coinsweb.nl/cbim-2.0.rdf#
ido,http://purl.obolibrary.org/obo/ido.owl#
iter,http://w3id.org/sparql-generate/iter/
marcrole,http://id.loc.gov/vocabulary/relators/
led,http://led.kmi.open.ac.uk/term/
oplstocks,http://www.openlinksw.com/ontology/stocks#
eccpubsub,https://vocab.eccenca.com/pubsub/
wab,http://wab.uib.no/cost-a32_philospace/wittgenstein.owl#
scho,http://www.scholarlydata.org/ontology/conference-ontology.owl#
tb,https://w3id.org/timebank#
eustd,http://eurostat.linked-statistics.org/data#
edg,http://edg.topbraid.solutions/model/
pop,http://wiki.dbpedia.org/
pmopb,http://premon.fbk.eu/ontology/pb#
ns2,http://ogp.me/ns#video:
ldq,http://www.linkeddata.es/ontology/ldq#
cubeont,http://ontology.cube.global/
rofim,http://rdaregistry.info/termList/rofim/
ldt,https://www.w3.org/ns/ldt#
vsearch,http://vocab.sti2.at/vsearch#
r3d,http://www.re3data.org/schema/3-0#
cpi,http://www.ebusiness-unibw.org/ontologies/cpi/ns#
d3s,http://vocbench.solidaridad.cloud/taxonomies#
besluit,http://data.vlaanderen.be/ns/besluit#
efd,http://data.foodanddrinkeurope.eu/ontology#
docker,http://www.w3.org/ns/bde/docker/
rfd,http://com.intrinsec//ontology#
emergel,http://purl.org/emergel/core#
w3cgeo,http://www.w3.org/2003/01/geo/wgs84_pos#
esservicio,http://vocab.linkeddata.es/datosabiertos/def/sector-publico/servicio#
geor,http://www.opengis.net/def/rule/geosparql/
scra,http://purl.org/net/schemarama#
psv,http://www.wikidata.org/prop/statement/value/
bpo,https://w3id.org/bpo#
sciprov,http://sweetontology.net/reprSciProvenance/
conference,https://w3id.org/scholarlydata/ontology/conference-ontology.owl#
dsv,http://purl.org/iso25964/DataSet/Versioning#
rls,https://w3id.org/lovcube/ns/relovstats#
dead,http://utpl.edu.ec/sbc/data/
halyard,http://merck.github.io/Halyard/ns#
gbol,http://gbol.life/0.1#
globalcube,http://kalmar32.fzi.de/triples/global-cube.ttl#
aseonto,http://requirement.ase.ru/requirements_ontology#
swa,http://topbraid.org/swa#
iso37120,http://ontology.eil.utoronto.ca/ISO37120.owl#
rdare,http://rdaregistry.info/termList/RDARegionalEncoding/
estatgph,http://estatwrap.ontologycentral.com/id/nama_aux_gph#
ncbigene,http://identifiers.org/ncbigene/
mobivoc,http://schema.mobivoc.org/
mydb,http://mydb.org/
bob,http://good.dad/meaning/bob#
ifcowl,http://www.buildingsmart-tech.org/ifcOWL/IFC4_ADD2#
dqc,http://semwebquality.org/ontologies/dq-constraints#
datacron,http://www.datacron-project.eu/datAcron#
rdaad,http://rdaregistry.info/Elements/a/datatype/
alg,http://drakon.su/ADF#
tree,https://w3id.org/tree#
eepsa,https://w3id.org/eepsa#
oplp,http://www.openlinksw.com/ontology/purchases#
llalg,http://www.linklion.org/algorithm/
vir,http://w3id.org/vir#
prohow,https://w3id.org/prohow#
decprov,http://promsns.org/def/decprov#
cwlprov,https://w3id.org/cwl/prov#
gvoi,http://assemblee-virtuelle.github.io/grands-voisins-v2/gv.owl.ttl#
number,http://km.aifb.kit.edu/projects/numbers/number#
ontop,https://w3id.org/ontop/
one,https://bioportal.bioontology.org/ontologies/ONE/
az,https://w3id.org/people/az/
summa,http://purl.org/voc/summa/
ideotalex,http://www.ideotalex.eu/datos/recurso/
county,http://myexample.org/county#
drk,http://drakon.su/
rofet,http://rdaregistry.info/termList/rofet/
seo,http://sda.tech/SEOontology/SEO/
rdavf,http://rdaregistry.info/termList/videoFormat/
pfeepsa,https://w3id.org/pfeepsa#
geo7,https://www.geo7.ch/
rimmf,http://rimmf.com/vocab/
odf,http://docs.oasis-open.org/ns/office/1.2/meta/odf#
dcatnl,http://standaarden.overheid.nl/dcatnl/terms/
bci,https://w3id.org/BCI-ontology#
afm,http://purl.allotrope.org/ontologies/material/
imas,https://sparql.crssnky.xyz/imasrdf/URIs/imas-schema.ttl#
timex,http://data.wu.ac.at/ns/timex#
orgesv2,http://datos.gob.es/sites/default/files/OntologiaDIR3/orges.owl#
theme,http://voc.odw.tw/theme/
dgfr,http://colin.maudry.com/ontologies/dgfr#
tsnchange,http://purl.org/net/tsnchange#
gdpr,https://vocab.eccenca.com/gdpr/
s3n,http://w3id.org/s3n/
refexo,http://purl.jp/bio/01/refexo#
lmu,https://w3id.org/laas-iot/lmu#
odw,http://odw.tw/
oplangel,http://www.openlinksw.com/schemas/angel#
bdr,http://purl.bdrc.io/resource/
mexperf,http://mex.aksw.org/mex-perf#
fssp,http://linkeddata.fssprus.ru/resource/
dpla,http://dp.la/info/developers/map/
dpv,http://www.w3.org/ns/dpv#
fnml,http://semweb.mmlab.be/ns/fnml#
lcsh,http://id.loc.gov/authorities/subjects/
ogdl4m,https://github.com/martynui/OGDL4M/
physics,http://www.astro.umd.edu/~eshaya/astro-onto/owl/physics.owl#
nosql,http://purl.org/db/nosql#
iotlite,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#
bkb,https://budayakb.cs.ui.ac.id/ns#
estrf,http://vocab.linkeddata.es/datosabiertos/def/transporte/trafico#
bioentity,http://bioentity.io/vocab/
valueflows,https://w3id.org/valueflows/
chear,http://hadatac.org/ont/chear#
mem,http://mementoweb.org/ns#
beer,http://beer.com/
mus,http://data.doremus.org/ontology#
rami,http://iais.fraunhofer.de/vocabs/rami#
adf,http://purl.allotrope.org/ontologies/datapackage#
mwapi,https://www.mediawiki.org/ontology#API/
ctrl,https://w3id.org/ibp/CTRLont#
cog,http://purl.org/ontology/cco/core#
nno,https://w3id.org/nno/ontology#
legal,http://www.w3.org/ns/legal#
ecowlim,http://ecowlim.tfri.gov.tw/lode/resource/
roc,https://w3id.org/ro/curate#
wdtn,http://www.wikidata.org/prop/direct-normalized/
ucum,http://purl.oclc.org/NET/muo/ucum/
semsur,http://purl.org/SemSur/
swrc2,https://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#
nrv,http://ns.inria.fr/nrv#
qkdv,http://qudt.org/vocab/dimensionvector/
snac,http://socialarchive.iath.virginia.edu/
otl,https://w3id.org/opentrafficlights#
vss,http://automotive.eurecom.fr/vsso#
literature,http://purl.org/net/cnyt-literature#
ca,http://complyadvantage.com/
vocals,http://w3id.org/rsp/vocals#
isaterms,http://purl.org/isaterms/
atlasterms,http://rdf.ebi.ac.uk/terms/atlas/
iab,https://www.iab.com/guidelines/taxonomy/
aksw,http://aksw.org/
fnom,https://w3id.org/function/vocabulary/mapping#
foaffff,http://gogl.com/
linkrel,https://www.w3.org/ns/iana/link-relations/relation#
idot,http://identifiers.org/idot/
smartapi,http://smart-api.io/ontology/1.0/smartapi#
dnbt,http://d-nb.info/standards/elementset/dnb#
s4syst,https://saref.etsi.org/saref4syst/
s4bldg,https://w3id.org/def/saref4bldg#
trao,http://linkeddata.finki.ukim.mk/lod/ontology/tao#
devuan,https://devuan.net.br/
ddb,http://www.deutsche-digitale-bibliothek.de/edm/
loupe,http://ont-loupe.linkeddata.es/def/core/
lg,https://purl.org/lg/
ksam,http://kulturarvsdata.se/ksamsok#
cwlgit,https://w3id.org/cwl/view/git/
kmgeo,http://km.aifb.kit.edu/services/geo/ontology#
edr,https://w3id.org/laas-iot/edr#
m3,http://sensormeasurement.appspot.com/m3#
rsctx,http://softeng.polito.it/rsctx#
veo,http://linkeddata.finki.ukim.mk/lod/ontology/veo#
pham,https://w3id.org/skgo/pham#
cska,http://pfclitex.com/
nas,https://data.nasa.gov/ontologies/atmonto/NAS#
crmeh,http://purl.org/crmeh#
phy,https://w3id.org/skgo/phy#
ermrk,http://www.essepuntato.it/2008/12/earmark#
s4ee,https://w3id.org/saref4ee#
cbb,https://data.cbb.omgeving.vlaanderen.be/ns/cbb#
ul,http://underlay.mit.edu/ns/
sohukd,http://sweetontology.net/humanKnowledgeDomain/
mdont,http://ont.matchdeck.com/
oop,http://w3id.org/oop#
powla,http://purl.org/powla/powla.owl#
spvqa,https://bmake.th-brandenburg.de/spv#
noise,http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/contaminacion-acustica#
goaf,http://goaf.fr/goaf#
bld,http://biglinkeddata.com/
frbroo,http://iflastandards.info/ns/fr/frbr/frbroo/
loci,http://linked.data.gov.au/def/loci#
vehman,http://deductions.github.io/vehicule-management.owl.ttl#
obws,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl#
eproc,http://10.0.3.120/download/eproc_FORN_v02.owl#
dm,http://datamusee.givingsense.eu/onto/
dbms,http://www.openlinksw.com/ontology/dbms-app-ontology#
m3lite,http://purl.org/iot/vocab/m3-lite#
ocds,http://purl.org/onto-ocds/ocds#
manto,http://com.vortic3.MANTO/
imjv,https://data.imjv.omgeving.vlaanderen.be/ns/imjv#
medred,http://w3id.org/medred/medred#
jup,http://w3id.org/charta77/jup/
daap,http://daap.dsi.universite-paris-saclay.fr/wiki/
dby,http://dbpedia.org/class/yago/
hosp,http://health.data.gov/def/hospital/
tikag,https://www.tikag.com/
ii,http://sparql.cwrc.ca/ontologies/ii#
ontoneo,http://purl.obolibrary.org/obo/ontoneo/
occ,http://w3id.org/occ#
gdprov,https://w3id.org/GDPRov#
xbrll,https://w3id.org/vocab/xbrll#
esagen,http://vocab.ciudadesabiertas.es/def/sector-publico/agenda-municipal#
apb,http://www.analysispartners.org/businessmodel/
gmo,http://purl.jp/bio/10/gmo/
geofabric,http://linked.data.gov.au/def/geofabric#
pcdmuse,http://pcdm.org/use#
crminf,http://www.cidoc-crm.org/cidoc-crm/CRMinf/
esdbpr,http://es.dbpedia.org/resource/
gdprtext,https://w3id.org/GDPRtEXT#
ods,http://lod.xdams.org/ontologies/ods/
oup,http://purl.org/ontology-use-patterns#
somaoc,http://sweetontology.net/matrOrganicCompound/
isoadr,http://reference.data.gov.au/def/ont/iso19160-1-address#
modsci,https://w3id.org/skgo/modsci#
earth,http://linked.earth/ontology#
soma,http://sweetontology.net/matr/
omnlc,http://open-multinet.info/ontology/omn-lifecycle#
rico,https://www.ica.org/standards/RiC/ontology#
gcon,https://w3id.org/GConsent#
terms,http://purl.org/dc/terms/
bsh,https://brickschema.org/schema/1.1.0/BrickShape#
gnaf,http://linked.data.gov.au/def/gnaf#
qk,http://qudt.org/vocab/quantitykind/
eproc2,http://10.0.3.120/download/eproc_FORN_v04.owl#
losp,http://sparql.sstu.ru:3030/speciality/
lesa,http://hadatac.org/ont/lesa#
dmp,http://www.sysresearch.org/rda-common-dmp#
lblodlg,http://data.lblod.info/vocabularies/leidinggevenden/
fel,http://w3id.org/vcb/fel#
constant,http://qudt.org/vocab/constant/
stx,http://purl.org/cyber/stix#
sfl,http://data.finlex.fi/schema/sfl/
wild,http://purl.org/wild/vocab#
skoslex,https://bp4mc2.org/def/skos-lex#
eppl,https://w3id.org/ep-plan#
bitl,http://lib.bit.edu.cn/ontology/1.0/
cwmo,http://purl.org/cwmo/#
shema,http://schema.org/
pq,http://www.wikidata.org/prop/qualifier/
yandex,http://yandex.ru/
iospress,http://ld.iospress.nl/rdf/ontology/
biolink,https://w3id.org/biolink/vocab/
eqp,https://data.nasa.gov/ontologies/atmonto/equipment#
dave,http://theme-e.adaptcentre.ie/dave#
soreaa,http://sweetontology.net/realmAtmo/
sopropsl,http://sweetontology.net/propSpaceLocation/
sopropr,http://sweetontology.net/propRotation/
stencila,http://schema.stenci.la/
soproptf,http://sweetontology.net/propTimeFrequency/
soproptg,http://sweetontology.net/propTemperatureGradient/
esgs,https://w3id.org/edwin/ontology/
osys,http://purl.org/olia/system.owl#
iaph,http://www.juntadeandalucia.es/datosabiertos/portal/iaph/dataset/dataset/6c199ca2-8d2e-4c12-833c-f28
foio,https://w3id.org/seas/FeatureOfInterestOntology/
sopropsp,http://sweetontology.net/propSpeed/
sorelh,http://sweetontology.net/relaHuman/
sohut,http://sweetontology.net/humanTransportation/
sorealc,http://sweetontology.net/realmLandCoastal/
sophatmowm,https://sweetontology.net/phenAtmoWindMesoscale/
extech,https://w3id.org/executionTechnique/ontology/
capes,http://vocab.capes.gov.br/def/vcav#
sorelt,http://sweetontology.net/relaTime/
epplan,https://w3id.org/ep-plan#
sostv,http://sweetontology.net/stateVisibility/
pplan,http://purl.org/net/p-plan#
sosttf,http://sweetontology.net/stateTimeFrequency/
hctl,https://www.w3.org/2019/wot/hypermedia#
dprov,http://promsns.org/def/do#
sopropti,http://sweetontology.net/propTime/
sorelm,http://sweetontology.net/relaMath/
soreaas,http://sweetontology.net/realmAstroStar/
sostrr,http://sweetontology.net/stateRoleRepresentative/
sopropsdis,http://sweetontology.net/propSpaceDistance/
sopropp,http://sweetontology.net/propPressure/
esagm,http://vocab.ciudadesabiertas.es/def/sector-publico/agenda-municipal#
sorepmo,http://sweetontology.net/reprMathOperation/
chemsci,https://w3id.org/skgo/chemsci#
dentsci,https://w3id.org/skgo/dentsci#
somaae,http://sweetontology.net/matrAerosol/
sostth,http://sweetontology.net/stateThermodynamic/
sohues,http://sweetontology.net/humanEnvirStandards/
sohutr,http://sweetontology.net/humanTechReadiness/
ordo,http://www.orpha.net/ORDO/
asgs,http://linked.data.gov.au/def/asgs#
sopropi,http://sweetontology.net/propIndex/
cci,http://cookingbigdata.com/linkeddata/ccinstances#
sohur,http://sweetontology.net/humanResearch/
eccf,http://data.europa.eu/54i/
somarock,http://sweetontology.net/matrRock/
twitter,http://stocktwits.com/
soreacz,http://sweetontology.net/realmClimateZone/
misp,http://purl.org/cyber/misp#
sostso,http://sweetontology.net/stateSolid/
soproc,http://sweetontology.net/proc/
pineapple,http://hexananas.com/pineapple#
sopropsh,http://sweetontology.net/propSpaceHeight/
sostc,http://sweetontology.net/stateChemical/
somamin,http://sweetontology.net/matrMineral/
sopropsdir,http://sweetontology.net/propSpaceDirection/
